Sample	Fws
PN0159-C	0.99741054
PN0161-C	0.9975212
PN0162-C	0.9148144
PN0163-C	0.9953108
PN0164-C	0.9996234
PN0165-C	0.7081077
PN0166-C	0.9999662
PN0168-C	0.9977801
PN0169-C	0.9970036
PN0170-C	0.9973659
PN0171-C	0.99739
PN0172-C	0.9960237
PN0173-C	0.99995166
PN0176-C	0.9975559
PN0177-C	0.99863344
PN0178-C	0.99991953
PN0179-C	0.9948848
PN0180-C	0.9869611
PN0181-C	0.98815525
PN0182-C	0.99735487
PN0184-C	0.9997035
PN0185-C	0.9918173
PN0186-C	0.997611
PN0187-C	0.9951683
PN0190-C	0.997286
PN0191-C	0.99712986
PN0192-C	0.9999215
PP0002-C	0.9992945
PP0004-C	0.9993317
PP0005-C	0.99949265
PP0010-C	0.99970734
PP0011-C	0.9999776
PP0012-C	0.9998268
PP0013-C	0.99923825
PP0014-C	0.9997619
PP0015-C	0.9998777
PP0016-C	0.9997238
PP0017-C	0.99844587
PP0019-C	0.99932426
PP0020-C	0.99927425
PP0021-C	0.9989913
PP0023-C	0.99926955
PP0024-C	0.998565
PP0025-C	0.9985398
PP0026-C	0.9986035
PP0027-C	0.9998972
PP0028-C	0.99861693
PP0029-C	0.99844664
PR0001-CW	0.9968196
PR0002-CW	0.9988869
PR0003-CW	0.9980493
PR0004-CW	0.63275105
PR0005-CW	0.9964156
PR0006-CW	0.99654365
PR0007-CW	0.9967798
PR0008-CW	0.99772316
PR0009-CW	0.3935754
PR0010-C	0.5451047
PR0012-C	0.9973368
PR0013-C	0.8415386
PR0014-CW	0.75053126
PR0015-C	0.5680239
PR0016-C	0.9973445
PR0017-C	0.88513607
PR0018-C	0.74735457
PR0019-C	0.9991626
PR0020-C	0.8614415
PR0022-CW	0.83970743
PR0024-CW	0.8836806
PR0032-C	0.9974914
PR0033-C	0.6492058
PR0039-C	0.8520516
PR0040-CW	0.8210004
PR0042-C	0.9991995
PR0043-C	0.9953938
PR0044-C	0.99655634
PR0045-C	0.91059566
PR0114-C	0.9979101
PR0115-C	0.9777713
PR0116-C	0.6779964
PR0117-C	0.98018837
PR0118-C	0.9991826
PR0119-C	0.66880757
PR0120-C	0.99652386
PR0121-C	0.89252895
PR0122-C	0.86118585
PR0123-C	0.9928061
PR0124-C	0.68440247
PR0125-C	0.88750577
PR0126-C	0.9960507
PR0127-C	0.7349304
PR0128-C	0.99774164
PR0129-C	0.8662572
PR0130-C	0.9963548
PR0131-C	0.9986358
PR0132-C	0.99828786
PR0133-C	0.7089893
PR0134-C	0.5841557
PR0135-C	0.72900057
PR0136-C	0.8893083
PR0137-C	0.79487586
PR0138-C	0.8715412
PR0141-C	0.9969251
PR0142-C	0.5723879
PR0143-C	0.5329115
PR0144-C	0.7937358
PR0145-C	0.99803513
PR0146-C	0.6268874
PR0147-C	0.5019229
PR0148-C	0.8955425
PR0149-C	0.84834534
PR0150-C	0.72018725
PR0151-C	0.6227687
PR0153-C	0.8757281
PR0154-C	0.9990464
PR0155-C	0.99709624
PR0156-C	0.97637427
PR0157-C	0.99831325
PR0158-C	0.99891543
PR0159-C	0.99972874
PR0160-C	0.99753594
PR0162-C	0.73838955
PR0163-C	0.99776393
PR0164-C	0.995935
PR0165-C	0.88752633
PR0166-C	0.94403917
PR0262-C	0.99775314
PR0263-C	0.993853
PR0264-C	0.7431568
PR0265-C	0.96639675
PR0266-C	0.62415737
PR0267-C	0.6022221
PR0268-C	0.9978359
PR0270-C	0.99792284
PR0271-C	0.8991996
PR0272-C	0.9674989
PR0273-C	0.9978272
PR0274-C	0.99984914
PR0275-C	0.9993587
PR0276-C	0.8585718
PR0277-C	0.9973114
PR0278-C	0.99734
PR0279-C	0.99722767
PR0280-C	0.9976917
PR0281-C	0.99598444
PR0282-C	0.47093242
PR0283-C	0.99704194
PR0284-C	0.9979303
PR0285-C	0.6561775
PR0286-C	0.997427
PR0287-C	0.82636553
PR0288-C	0.49596742
PR0289-C	0.8938629
PR0290-C	0.70783174
PR0291-C	0.7137895
PR0292-C	0.99849033
PT0001-CW	0.5385225
PT0002-CW	0.99468344
PT0003-CW	0.4933939
PT0004-CW	0.555359
PT0005-CW	0.914819
PT0006-CW	0.8196057
PT0007-CW	0.9987792
PT0008-CW	0.97567904
PT0009-CW	0.99849766
PT0010-CW	0.6537683
PT0013-CW	0.4750881
PT0014-CW	0.99648094
PT0015-CW	0.6624524
PT0016-CW	0.48037258
PT0017-CW	0.66299325
PT0018-CW	0.99712086
PT0020-CW	0.9867379
PT0021-CW	0.97997046
PT0023-CW	0.9967911
PT0027-C	0.99825805
PT0029-C	0.48023853
PT0031-C	0.99988896
PT0032-C	0.99638015
PT0034-C	0.99727124
PT0035-C	0.9995718
PT0038-C	0.4932703
PT0039-C	0.88412374
PT0040-C	0.99864787
PT0041-C	1.0
PT0042-C	0.99916
PT0043-C	0.64627457
PT0044-C	0.66800135
PT0046-C	0.4443104
PT0047-C	0.6962248
PT0048-C	0.9974245
PT0051-C	0.22951104
PT0052-C	0.9987744
PT0053-C	0.5410566
PT0054-C	0.40276325
PT0055-C	0.65157753
PT0056-C	0.9250429
PT0057-C	0.54678303
PT0058-C	0.9966616
PT0059-C	0.9164494
PT0060-C	0.99968565
PT0061-C	0.5003832
PT0062-C	0.21957175
PT0063-C	0.99804676
PT0064-C	0.8258425
PT0065-C	0.27557647
PT0066-C	0.9983892
PT0067-C	0.49460405
PT0068-C	0.98716265
PT0069-C	0.5420147
PT0070-C	0.93933904
PT0071-C	0.93880486
PT0072-C	0.64098555
PT0073-C	0.9466245
PT0074-C	0.6298189
PT0075-C	0.3708268
PT0076-C	0.7054609
PT0077-Cx	0.5044053
PT0078-Cx	0.7013666
PT0079-C	0.9995233
PT0080-C	0.9986614
PT0081-C	0.18206908
PT0082-C	0.35158095
PT0083-C	0.75911057
PT0084-C	0.9996183
PT0085-C	0.6474196
PT0086-C	0.99997985
PT0087-C	0.7541538
PT0088-C	0.9965705
PT0089-C	0.5146267
PT0090-C	0.89320534
PT0091-C	0.89797705
PT0092-C	0.33497718
PT0094-C	0.65486026
PT0095-C	0.9955985
PT0096-C	0.6900209
PT0097-C	0.6174813
PT0098-C	0.99640423
PT0099-C	0.5133061
PT0100-C	0.5291285
PT0101-C	0.9965347
PT0102-C	0.86840427
PT0103-C	0.59713477
PT0104-C	0.77221423
PT0105-C	0.9660992
PT0106-C	0.9999753
PT0107-C	0.68839955
PT0108-C	0.71892166
PT0109-C	0.9961683
PT0111-C	0.64066344
PT0112-C	0.30253983
PT0113-C	0.28963128
PT0114-C	0.9490732
PT0115-C	0.6322714
PT0117-C	0.7699638
PT0118-C	0.981455
PT0119-C	0.7199078
PT0120-C	0.9999864
PT0121-C	0.61798275
PT0122-C	0.5992991
PT0123-C	0.46775296
PT0124-C	0.7435227
PT0125-C	0.5387579
PT0126-C	0.9914715
PT0127-C	0.5924835
PT0129-C	0.9974841
PT0130-C	0.7833346
PT0131-C	0.9992206
PT0132-C	0.29733214
PT0133-C	0.99685866
PT0134-C	0.9995635
PT0135-C	0.9980464
PT0136-C	0.6157886
PT0137-C	0.9984648
PT0139-C	0.5686603
PT0140-C	0.30081794
PT0141-C	0.9055993
PT0142-C	0.49743608
PT0143-C	0.92819154
PT0144-C	0.76418877
PT0145-C	0.9974953
PT0146-C	0.99887526
PT0147-C	0.7013256
PT0148-C	0.21697168
PT0149-C	1.0
PT0150-C	0.41454273
PT0152-C	0.47136402
PT0155-C	0.62635547
PT0156-C	0.9232859
PT0157-C	0.87676126
PT0158-C	0.9994385
PT0160-C	0.6083474
PT0161-C	0.4553738
PT0162-C	0.4518119
PT0165-C	0.99661773
PT0166-C	0.9966255
PT0167-C	0.6864489
PT0168-C	0.99861515
PT0169-C	0.9984962
PT0170-C	0.99989444
PT0171-C	0.7387385
PT0172-C	0.4103476
PT0173-C	0.9815961
PT0174-C	0.9995603
PT0175-C	0.84836954
PT0176-C	0.99923164
PT0177-C	0.9995985
PT0178-C	0.98887384
PT0179-C	0.2532193
PT0180-C	0.5809776
PT0181-C	0.99983186
PT0182-C	0.5375318
PT0183-C	0.99715835
PT0184-C	0.9994004
PT0187-C	0.998399
PT0188-C	0.8154803
PT0189-C	0.995059
PT0190-C	0.18337257
PT0191-C	0.45537788
PT0192-C	0.86099094
PT0193-C	0.27408653
PT0194-C	0.53828734
PT0195-C	0.9969807
PT0196-C	0.8911458
PT0197-C	0.99942833
PT0198-C	0.7238094
PT0199-C	0.9974732
PT0200-C	0.9992129
PT0201-C	0.60867083
PT0202-C	0.5275821
PT0203-C	0.28970268
PT0204-C	0.98249763
PT0205-C	0.3144917
PT0206-C	0.9966179
PT0207-C	0.69092923
PT0208-C	0.65752774
PT0209-C	0.63550514
PT0210-C	0.43173644
PT0211-C	0.513816
PT0212-C	0.49366558
PT0213-C	0.9949337
PT0214-C	0.9996684
PT0215-C	0.9998543
PT0216-C	0.650417
PT0217-C	0.9884783
PT0218-C	0.9987439
PT0219-C	0.9962752
PT0220-C	0.99887455
PT0221-C	0.57750547
PT0222-C	1.0
PT0223-C	0.5958435
PT0224-C	0.9965483
PT0225-C	1.0
PT0226-C	0.99893206
PT0227-C	0.73786783
PT0228-C	0.62257385
PT0229-C	0.6641256
PT0230-C	0.99973696
PT0231-C	0.17134689
PT0232-C	0.77599794
PT0233-Cx	0.5358347
PT0234-C	0.99678177
PT0235-C	0.37798142
PT0236-C	0.38181534
PT0237-C	0.80159235
PT0238-C	0.85756755
PT0239-C	0.9060771
PT0240-C	0.9996846
PT0241-C	0.6397078
PT0242-C	0.9998709
PT0243-C	0.4978439
PT0244-C	0.68916065
PT0246-C	0.85519767
PT0247-C	0.36237046
PT0248-C	0.99616975
PT0249-C	0.6755755
PT0250-C	0.40863496
PT0252-C	0.5189957
PT0253-C	0.9920742
PT0254-C	0.2167607
PT0255-C	0.999907
PT0256-C	0.9992641
PT0257-C	0.2719787
PT0258-C	1.0
PT0260-C	0.64344513
PT0261-C	0.96768343
PT0262-C	0.99937737
PT0263-C	0.9982283
PT0264-C	0.99921113
PT0266-C	0.5593164
PT0269-C	0.99677515
PT0270-C	1.0
PT0271-C	0.782245
PT0273-C	0.28030568
PT0274-C	0.81715775
PT0275-C	0.5886568
PT0276-C	0.344055
PT0277-C	0.6186099
PT0279-C	0.5980082
PT0280-C	0.6377371
PT0281-C	0.99686486
PT0282-C	0.47728547
PT0283-C	0.8168712
PT0285-C	0.40329665
PT0286-C	0.99608904
PT0287-C	0.9669345
PT0289-C	0.56951773
PT0290-C	0.67566717
PT0291-C	0.9740242
PT0292-C	0.9001272
PT0294-C	0.9931817
PT0295-C	0.6860638
PT0296-C	0.3349155
PT0297-C	0.59103835
PT0298-C	0.64146084
PT0299-C	0.816476
PT0300-C	0.31681168
PT0301-C	0.6506429
PT0302-C	0.9970461
PT0303-C	0.9977219
PT0304-C	0.81538403
PV0002-C	0.9966317
PV0004-C	0.999858
PV0006-C	0.9982161
PV0014-C	0.99721193
PV0015-C	0.686684
PV0017-C	0.7829784
PV0018-C	0.9997407
PV0020-C	0.9998063
PV0023-C	0.7177056
PV0028-C	0.99880105
PV0030-C	0.77174306
PV0031-C	0.9992515
PV0035-C	0.9990538
PV0037-C	0.99770796
PV0039-C	0.99975896
PV0040-C	0.83017
PV0041-C	0.99658906
PV0046-C	0.995498
PV0048-C	0.9992168
PV0080-C	0.9995885
PV0081-C	0.99915045
PV0082-C	0.99873453
PV0083-C	0.99936306
PV0084-C	0.99681765
PV0085-C	0.9983631
PV0086-C	0.60445404
PV0087-C	0.68280745
PV0088-C	0.9992201
PV0089-C	0.9959793
PV0091-C	0.9986876
PV0092-C	0.9994415
PV0093-C	0.9902758
PV0094-C	0.99824136
PV0097-C	0.99964267
PV0098-C	0.9979946
PV0099-C	0.9984395
PV0100-C	0.6018464
PV0101-C	0.998694
PV0102-C	0.9982536
PV0105-C	0.9992814
PV0109-C	0.7528332
PV0110-C	0.8364224
PV0112-C	0.99954545
PV0113-C	0.73542464
PV0114-C	0.9993045
PV0115-C	0.9204489
PV0116-C	0.9991485
PV0117-C	0.9956007
PV0118-C	0.99914026
PV0120-C	0.9997854
PV0122-C	0.9972879
PV0124-C	0.9993568
PV0125-C	0.9991793
PV0126-C	0.9994407
PV0127-C	0.8853342
PV0128-C	0.99964327
PV0129-C	0.9801518
PV0130-C	0.99939877
PV0132-C	0.9986485
PV0133-C	0.8614383
PV0134-C	0.99798495
PV0135-C	0.9988667
PV0137-C	0.9992199
PV0138-C	0.9084905
PV0139-C	0.9998631
PV0140-C	0.9993821
PV0141-C	0.99947363
PV0142-C	0.9979167
PV0144-C	0.9982834
PV0147-C	0.9989578
PV0148-C	0.61911535
PV0149-C	0.83680147
PV0151-C	0.998997
PV0152-C	0.7946387
PV0153-C	0.99677217
PV0155-C	0.7246225
PV0156-C	0.94563067
PV0158-C	0.9994247
PV0160-C	0.9215321
PV0161-C	0.99990785
PV0167-C	0.6742171
PV0169-C	0.9976787
PV0170-C	0.98769224
PV0174-C	0.5590974
PV0176-C	0.94551057
PV0180-C	0.99874425
PV0182-C	0.9985943
PV0183-C	0.70320636
PV0184-C	0.62497926
PV0185-C	0.99920744
PV0186-C	0.9988325
PV0187-C	0.9991884
PV0188-C	0.6912504
PV0189-C	0.99962807
PV0192-C	0.76904774
PV0193-C	0.99922806
PV0194-C	0.9987056
PV0195-C	0.99951273
PV0197-C	0.9963109
PV0202-C	0.99845004
PV0204-C	0.94874465
PV0205-C	0.99963355
PV0206-C	0.9751969
PV0209-C	0.84750134
PV0210-C	0.80946213
PV0211-C	0.9990717
PV0212-C	0.6724581
PV0215-C	0.61757344
PV0216-C	0.9998963
PV0218-C	0.9994075
PV0219-C	0.9989546
PV0220-C	0.9993185
PV0221-C	0.9904132
PV0223-C	0.999363
PV0224-C	0.7105226
PV0225-C	0.5086715
PV0226-C	0.788406
PV0227-C	0.999076
PV0228-C	0.926195
PV0229-C	0.83554006
PV0230-C	0.999365
PV0231-C	0.582778
PV0233-C	0.67926055
PV0234-C	0.9995679
PV0235-C	0.998849
PV0236-C	0.97491264
PV0237-C	0.99902487
PV0238-C	0.7311266
PV0239-C	0.9980893
PV0240-C	0.99848855
PV0241-C	0.99946225
PV0243-Cx2	0.9944319
PV0244-C	0.86324567
PV0245-Cx2	0.998889
PV0246-C	0.9970594
PV0247-Cx2	0.99688345
PV0248-C	0.721069
PV0249-Cx	0.9999109
PV0250-C	0.8357561
PV0251-C	0.99960154
PV0252-C	0.80503833
PV0254-C	0.9976861
PV0256-C	0.7756612
PV0257-C	0.7789224
PV0258-C	0.9534257
PV0259-C	0.9989285
PV0261-C	0.99844974
PV0262-C	0.9994158
PV0263-C	0.84466064
PV0264-C	0.68332464
PV0265-C	0.99993545
PV0266-C	0.97756237
PV0267-C	0.994789
PV0268-C	0.5241628
PV0269-C	0.9998328
PV0270-C	0.99849355
PV0271-C	0.9511906
PV0272-C	0.9996133
PV0273-C	0.8835868
PV0274-C	0.9984236
PV0276-C	0.8922537
PV0277-C	0.99958515
PV0278-C	0.9938718
PV0279-C	0.99814606
PV0280-C	0.99980843
PV0281-C	0.804202
PV0282-C	0.9992414
PV0283-C	0.9993297
PV0284-C	0.9994096
PV0285-C	0.99939585
PV0286-C	0.9957824
PV0287-C	0.9967825
PV0288-C	0.9981075
PV0289-C	0.9993497
PV0290-C	0.89951766
PV0291-C	0.91181254
PV0292-C	0.99905616
PV0293-C	0.607732
PV0294-C	0.6162526
PV0295-C	0.94786716
PV0296-C	0.99990594
PV0297-C	0.99835306
PV0298-C	0.99895734
PV0299-C	0.99922913
PV0300-C	0.9949963
PV0301-C	1.0
PV0302-C	0.9994945
PV0303-C	0.8923541
PV0304-C	1.0
PV0305-C	0.99902487
PV0306-C	0.99958634
PV0308-Cx	0.9991952
PV0309-C	0.99642366
PV0310-C	0.99685735
PV0311-C	0.9995023
PV0312-C	0.99936825
PV0313-C	0.9987817
PV0314-C	1.0
PV0315-Cx	1.0
PV0317-C	0.9979794
PV0318-C	0.99950767
PV0319-C	0.999121
PV0320-C	0.99822336
PV0321-C	0.99628776
PV0322-C	0.99890655
PV0323-C	0.831329
PV0324-C	0.9994794
PV0325-C	0.99800557
PV0326-C	0.9998225
PV0328-C	0.9978377
PV0329-C	0.9993711
PV0330-C	0.99959046
PV0331-Cx	1.0
PV0333-C	0.9943641
PV0335-C	0.92503256
PV0336-C	0.926399
PV0337-C	0.6375493
PV0338-C	0.7638337
PV0339-C	0.9711299
PV0340-C	0.9988451
PV0343-C	0.99962085
PV0344-C	0.9992416
PV0345-C	0.9998847
PV0347-C	0.99860674
PV0355-C	0.9993481
PV0358-C	0.9246666
PV0360-C	0.9975371
PV0361-C	0.954153
PV0362-C	0.9678216
PV0363-C	0.9958988
PV0364-C	0.99632967
PV0365-C	0.9935931
PV0366-C	0.99613345
PV0367-C	0.61122644
PV0368-C	0.9920259
PV0369-C	0.99700147
PV0370-C	0.9631957
PV0372-C	0.9961463
PV0373-C	0.9953533
PV0374-C	0.5576494
PV0375-C	0.9956861
PV0376-C	0.996308
PV0377-C	0.9940043
PV0378-C	0.9954337
PV0379-C	0.99565524
PV0380-C	0.55405927
PV0381-C	0.9959946
PV0382-C	0.9984042
PV0383-C	0.99793965
PV0384-C	0.9962896
PV0385-C	0.99025464
PV0386-C	0.99537826
PV0387-C	0.99683243
PV0388-C	0.9953524
PV0389-C	0.906192
PV0393-C	0.99517506
PV0395-C	0.96361876
PV0396-C	0.99406147
PV0397-C	0.9889685
PV0398-C	0.9976667
PV0399-C	0.7567675
PV0400-C	0.99654317
PV0401-C	0.7912662
PV0402-C	0.9931718
PV0403-C	0.84947693
PW0001-C	0.99750334
PW0002-C	0.9987688
PW0003-C	0.9984952
PW0004-C	0.99893206
PW0005-C	0.9984539
PW0006-C	0.99913114
PW0007-C	0.99824435
PW0008-C	0.99830115
PW0009-C	0.99831676
PW0010-CW	0.9979066
PW0012-C	0.99880236
PW0013-C	0.99785703
PW0014-C	0.99848855
PW0015-C	0.9986311
PW0016-C	0.9982315
PW0017-C	0.99864686
PW0041-C	0.90216196
PW0042-C	0.8783044
PW0043-C	0.9992195
PW0044-C	0.99963075
PW0045-C	0.99931544
PW0046-C	0.99925834
PW0047-C	0.9991486
PW0048-C	0.9987536
PW0049-C	0.99789363
PW0050-C	0.81314296
PW0052-C	0.99941427
PW0053-C	0.9993183
PW0054-C	0.9993011
PW0055-C	0.99937284
PW0056-C	0.99944764
PW0057-C	0.99712133
PW0058-C	0.9985422
PW0059-C	0.936684
PW0060-C	0.9993216
PW0061-C	0.78518736
PW0063-C	0.99913
PW0064-C	0.9992471
PW0066-C	0.86867845
PW0067-C	0.9994419
PW0069-C	0.9981016
PW0073-C	0.99864644
PW0074-C	0.9978152
PW0075-C	0.99871975
PW0076-C	0.9986878
PW0077-C	0.9977741
PW0078-C	0.8683267
PW0079-C	0.9969057
PW0080-C	0.9964677
PW0083-C	0.9987579
PW0084-C	0.9949887
PW0085-C	0.99616694
PW0086-C	0.99888265
PW0087-C	0.96893597
PW0088-C	0.99910206
PW0089-C	0.99658996
PW0090-C	0.8718319
PW0091-C	0.9987608
PW0092-C	0.99845934
PW0093-C	0.9811348
PW0094-C	0.9534763
PW0095-C	0.8732501
PW0097-C	0.99946636
PW0098-C	0.9781429
PW0099-C	0.9701182
PW0100-C	0.99212694
PW0101-C	0.99865174
PW0102-C	0.9534411
PW0104-C	0.99227047
PW0105-C	0.99948084
PW0106-C	0.99879605
PZ0001-CW	0.97396845
PZ0002-CW	0.85775715
PZ0003-CW	0.71228606
PZ0004-CW	0.9638323
PZ0005-C	0.66176945
PZ0006-CW	0.8131537
PZ0007-C	0.99881524
PZ0008-CW	0.99326026
PZ0009-C	0.36829832
PZ0010-CW	0.99478143
PZ0011-CW	0.5268132
PZ0015-C	0.9010215
QC0111-C	0.99894685
QC0112-C	0.9995101
QC0113-C	0.9984097
QC0114-C	0.9314726
QC0115-C	0.99913967
QC0116-C	0.7731957
QC0118-C	0.93065083
QC0119-C	0.99822736
QC0120-C	0.9983559
QC0121-C	0.9999203
QC0122-C	0.9988711
QC0123-C	0.99847436
QC0125-C	0.83380383
QC0126-C	0.9995566
QC0127-C	0.97417796
QC0128-C	0.9982662
QC0129-C	0.9982884
QC0130-C	0.9909938
QC0131-C	0.9979163
QC0132-C	0.99960023
QC0133-C	0.9991197
QC0134-C	0.9939329
QC0135-C	0.99936754
QC0136-C	0.9980513
QC0137-C	0.99910015
QC0138-C	0.9994027
QC0139-C	0.99931884
QC0140-C	0.97282505
QC0141-C	0.55446595
QC0142-C	0.8997468
QC0143-C	0.9984197
QC0144-C	0.9990674
QC0145-C	0.99865764
QC0146-C	0.999518
QC0147-C	0.99705017
QC0148-C	0.9998372
QC0149-C	0.98718923
QC0150-C	0.9992853
QC0151-C	0.9993942
QC0152-C	0.9997408
QC0153-C	0.9988964
QC0154-C	0.9075612
QC0155-C	0.9985758
QC0156-C	0.9979473
QC0157-C	0.9991178
QC0159-C	0.6916552
QC0160-C	0.9985312
QC0161-C	0.999077
QC0162-C	0.99911016
QC0163-C	0.9967628
QC0164-C	0.9008607
QC0165-C	0.9964499
QC0166-C	0.9994193
QC0167-C	0.5465434
QC0168-C	0.96958774
QC0169-C	0.9888462
QC0170-C	0.9976853
QC0171-C	0.99804044
QC0172-C	0.99814194
QC0173-C	0.9965358
QC0174-C	0.4753185
QC0175-C	0.9965477
QC0176-C	0.99830574
QC0177-C	0.998944
QC0178-C	0.9994436
QC0179-C	0.43862486
QC0180-C	0.9972615
QC0181-Cx	0.9994282
QC0182-C	0.99903256
QC0183-C	0.9986774
QC0184-C	0.99647987
QC0185-C	0.9965663
QC0186-C	0.83152276
QC0187-C	0.9971218
QC0188-C	0.99884635
QC0189-C	0.998186
QC0193-C	0.9987463
QC0194-C	0.9232812
QC0195-C	0.9988215
QC0196-C	0.9952946
QC0198-C	0.9996331
QC0199-C	0.58440334
QC0200-C	0.88699955
QC0201-C	0.9993432
QC0204-C	0.9969177
QC0205-C	0.9995803
QC0206-C	0.9991985
QC0207-C	0.9985504
QC0209-C	0.8513127
QC0210-C	0.904959
QC0211-C	0.99845093
QC0212-C	0.8261775
QC0213-C	0.9989194
QC0214-C	0.99807405
QC0215-C	0.99881566
QC0219-C	0.9985808
QC0220-C	0.9987075
QC0221-C	0.9983704
QC0222-C	0.99909323
QC0223-C	0.99561775
QC0225-C	0.9996606
QC0227-C	0.99993026
QC0228-C	0.9999756
QC0229-C	0.5450141
QC0230-C	0.9786113
QC0231-C	0.99948657
QC0232-C	0.99906516
QC0233-C	0.99867284
QC0235-C	0.9982548
QC0239-C	0.9998988
QC0242-C	0.9970679
QC0243-C	0.9988415
QC0244-C	0.9612542
QC0245-C	0.996376
QC0246-C	0.99899673
QC0248-C	0.9987818
QC0250-C	0.99830955
QC0251-C	0.9990658
QC0253-C	0.65039045
QC0254-C	0.99925435
QC0255-C	0.9991855
QC0256-C	0.9989237
QC0257-C	0.99901223
QC0258-C	0.99676716
QC0259-C	0.996741
QC0260-C	0.996691
QC0261-C	0.9971234
QC0262-C	0.99675184
QC0263-C	0.99650043
QC0264-C	0.99718416
QC0266-C	0.99680734
QC0267-C	0.9990005
QC0268-C	0.9970185
QC0275-C	0.9981472
QC0276-C	0.99895215
QC0277-C	0.99945635
QC0278-C	0.9961248
QC0279-C	0.948445
QC0281-C	0.99945503
QC0282-C	0.9994318
QC0283-C	0.7390288
QC0284-C	0.894994
QC0285-C	0.99990743
QC0287-C	0.5911236
QC0289-C	0.90374863
QC0295-C	0.7933221
QC0296-C	0.99870056
QC0297-C	0.9787096
QC0298-C	0.9996639
QC0299-C	0.99739146
QC0300-C	0.9099905
QC0301-C	0.76493603
QC0302-C	0.99573493
QC0303-C	0.923687
QC0305-C	0.8800642
QC0306-C	0.9992515
QC0307-C	0.9998816
QC0308-C	0.9986728
QC0309-C	0.9988142
QC0311-C	0.5082164
QC0313-C	0.997957
QC0314-C	0.99775904
QC0318-C	0.9977813
QC0319-C	0.99655163
QC0320-C	0.9975696
QC0321-C	0.99851686
QC0322-C	0.83669275
QC0323-C	0.9982944
QC0324-C	0.7442749
QC0325-C	0.9983531
QC0326-C	0.9976404
QC0327-C	0.99652076
QC0328-C	0.99954575
QC0329-C	0.998496
QC0330-C	0.9990085
QC0331-C	0.99814814
QC0332-C	0.99981385
QC0333-C	0.99835473
QC0334-C	0.9982672
QC0335-C	0.70316625
QC0336-C	0.9987001
QC0337-C	0.5213432
QC0338-C	0.875169
QC0339-C	0.9989072
QC0340-C	0.9993251
QC0341-C	0.99841505
QC0342-C	1.0
QC0343-C	0.9984424
QC0344-C	0.9982733
QC0345-C	0.99797493
QC0346-C	0.99867684
QC0347-C	0.9992974
QC0348-C	0.9986422
QC0349-C	0.9984715
QC0350-C	0.9982373
QC0351-C	0.9999557
QC0353-C	0.9991111
QC0354-C	0.9993681
QC0357-C	0.99881625
QC0358-C	0.9993396
QC0359-C	0.9980819
QC0362-C	0.9968957
QC0363-C	0.99709487
QC0364-C	0.99806
QC0365-C	0.999275
QC0366-C	0.9982282
QC0367-C	0.99989486
QC0368-C	0.9987155
QC0369-C	0.9989303
QC0370-C	0.998575
QC0372-C	0.997779
QC0392-CW	0.9988697
QC0396-CW	0.9980169
QC0399-CW	0.9990972
QC0402-CW	0.9980993
QC0404-CW	0.99932873
QC0409-CW	0.9984761
QC0417-CW	0.99948204
QC0420-CW	0.99078596
QC0421-CW	0.9972828
QC0424-CW	0.8518468
QC0428-CW	0.9983253
QC0436-CW	0.9986637
QC0438-CW	0.77062416
QC0439-CW	0.99874246
QC0442-CW	0.998914
QC0443-CW	0.68015164
QC0444-CW	0.97796136
QC0445-CW	0.99798214
QC0446-CW	0.9962356
QC0447-CW	0.9945501
QC0448-CW	0.9987151
QC0462-C	0.99491924
QC0471-CW	0.9984384
QC0477-CW	0.99847096
QC0479-CW	0.9996927
QC0481-CW	0.99955827
QC0485-CW	0.9982708
QC0487-CW	0.9997438
QC0488-CW	0.9983766
QC0489-CW	0.9975208
QC0490-CW	0.9974681
QC0491-CW	0.915407
QC0494-CW	0.9978019
QC0497-CW	0.9995433
QC0504-CW	0.99984926
QC0505-CW	0.9842535
QC0506-CW	0.83466554
QC0507-CW	0.9986129
QC0523-CW	0.998063
QC0524-CW	0.9344401
QC0530-CW	0.9986185
QC0534-C	0.9954558
QC0535-CW	0.99866736
QC0536-CW	0.9982986
QC0537-CW	0.9989498
QC0542-CW	0.9993965
QC0544-CW	0.99935114
QC0547-CW	0.98937905
QC0548-CW	0.99866587
QC0551-CW	0.99080884
QC0552-C	0.99859154
QC0554-CW	0.9981771
QC0557-CW	0.9979968
QC0558-CW	0.9278345
QC0563-CW	0.99158365
QC0564-CW	0.9981799
QC0572-CW	0.99921393
QC0573-CW	0.9984325
QC0574-CW	0.9983917
QC0576-CW	0.99171174
QC0581-CW	0.99732184
QC0599-CW	0.8968983
QC0603-CW	0.99778277
QC0604-CW	0.9998224
QC0606-CW	0.9976716
QC0607-CW	0.9991689
QC0608-CW	0.9941986
QC0609-C	0.9855292
QC0619-C	0.93967515
QC0620-C	0.9958475
QC0621-C	0.996832
QC0622-C	0.9957148
QC0623-C	0.9702278
QC0624-C	0.99905145
QC0625-C	0.9967772
QC0626-C	0.9958341
QC0627-C	0.9981691
QC0628-C	0.996088
QC0629-C	0.997035
QC0630-C	0.99649876
QC0633-C	0.9969434
QC0634-C	0.9969877
QC0635-C	0.5694048
QC0636-C	0.99738544
QC0637-C	0.9992652
QC0638-C	0.9983841
QC0639-C	0.9985411
QC0640-C	0.696812
QC0642-C	0.99695563
QC0643-C	0.9317851
QC0644-C	0.9976071
QC0645-C	0.99739885
