Sample	Fws
PD0974-C	0.88120496
PD0976-C	0.70678884
PD0977-C	0.99135023
PD0978-C	0.8451280000000001
PD0979-C	0.8929693000000001
PD0980-C	0.9977804
PD0982-C	0.98642427
PD0983-C	0.9930893
PD0984-C	0.9924718000000001
PD0985-C	0.98784703
PD0986-C	0.98742306
PD0987-C	0.9893851999999999
PD0988-C	0.9832815999999999
PD0989-C	0.95441437
PD0990-C	0.96642476
PD0992-C	0.44127592
PD0994-C	0.9818504000000001
PD0995-C	0.9929618
PD0996-C	0.8630083000000001
PD0997-C	0.9985588
PD0998-C	0.98591465
PD1000-C	0.9917116
PD1001-C	0.9432058000000001
PD1003-C	0.71613675
PD1004-C	0.7122339
PD1005-C	0.99280614
PD1006-C	0.8865598
PD1007-C	0.8506484000000001
PD1008-C	0.9901515
PD1009-C	0.98798126
PD1010-C	0.9928981
PD1011-C	0.85842067
PD1012-C	0.989287
PD1013-C	0.9936818999999999
PD1014-C	0.99494207
PD1015-C	0.9907712
PD1016-C	0.98290926
PD1017-C	0.86417556
PD1018-C	0.8329673000000001
PD1019-C	0.9870346999999999
PD1020-C	0.99079144
PD1021-C	0.99153227
PD1023-C	0.9924409
PD1024-C	0.99219483
PD1026-C	0.9925728000000001
PD1027-C	0.9950379999999999
PD1028-C	0.9916819
PD1029-C	0.87390745
PD1030-C	0.9801173000000001
PD1031-C	0.9923615
PD1032-C	0.6552885
PD1033-C	0.99233687
PD1034-C	0.8303759000000001
PD1036-C	0.63074917
PD1037-C	0.9945384
PD1038-C	0.98514855
PD1039-C	0.9926601
PD1040-C	0.9931614
PD1041-C	0.52265984
PD1042-C	0.9908857
PD1043-C	0.9920781999999999
PD1044-C	0.58262277
PD1045-C	0.7758849
PD1046-C	0.99025446
PD1047-C	0.7752722
PD1048-C	0.8523238000000001
PD1049-C	0.906134
PD1050-C	0.9824879999999999
PD1051-C	0.990024
PD1052-C	0.9909505999999999
PD1053-C	0.9877756999999999
PD1054-C	0.99144256
PD1055-C	0.9925193000000001
PD1056-C	0.99347895
PD1059-C	0.98997676
PD1060-C	0.86245716
PD1061-C	0.9953549999999999
PD1062-C	0.9905482
PD1063-C	0.9943101999999999
PD1064-C	0.6765979999999999
PD1065-C	0.9035549999999999
PD1066-C	0.9916674999999999
PD1068-C	0.99486005
PD1069-C	0.80677825
PD1072-C	0.9910528000000001
PD1073-C	0.9883514999999999
PD1074-C	0.99381185
PD1075-C	0.9918776
PD1076-C	0.5221912000000001
PD1077-C	0.9561985000000001
PD1078-C	0.98903054
PD1079-C	0.91123295
PD1081-C	0.84690285
PD1082-C	0.9872361
PD1083-C	0.7199431
PD1084-C	0.9928763
PD1086-C	0.98715
PD1087-C	0.46431366
PD1088-C	0.99299115
PD1090-C	0.75048864
PD1091-C	0.9906372999999999
PD1092-C	0.93243206
PD1093-C	0.9900402
PD1095-C	0.9578483
PD1096-C	0.99014395
PD1097-C	0.8955494
PD1098-C	0.8413179000000001
PD1099-C	0.98358345
PD1100-C	0.98966926
PD1101-C	0.9946644
PD1102-C	0.98357487
PD1103-C	0.9943731
PD1104-C	0.8182134
PD1105-C	0.98524815
PD1106-C	0.9426261999999999
PD1107-C	0.99037635
PD1108-C	0.6455301999999999
PD1109-C	0.99021786
PD1110-C	0.98870856
PD1111-C	0.98617285
PD1112-C	0.99334925
PD1113-C	0.6069272
PD1114-C	0.9872537
PD1116-C	0.98992836
PD1117-C	0.89958715
PD1118-C	0.9917243
PD1119-C	0.9730367
PD1120-C	0.44360575
PD1121-C	0.9852042999999999
PD1122-C	0.9899519
PD1124-C	0.9926966
PD1125-C	0.9851978000000001
PD1126-C	0.6985465
PD1127-C	0.98782104
PD1128-C	0.748438
PD1129-C	0.65549034
PD1130-C	0.9864550999999999
PD1131-C	0.98122275
PD1133-C	0.97424334
PD1134-C	0.9933696
PD1135-C	0.8997536
PD1136-C	0.99176687
PD1137-C	0.9875030999999999
PD1138-C	0.9859866
PD1139-C	0.60813725
PD1140-C	0.95613545
PD1141-C	0.9897805000000001
PD1142-C	0.98772705
PD1143-C	0.9883649999999999
PD1144-C	0.9911989999999999
PD1145-C	0.9918563
PD1146-C	0.99592173
PD1147-C	0.9058308
PD1148-C	0.9919790999999999
PD1149-C	0.9900028000000001
PD1150-C	0.8872243000000001
PD1151-C	0.6555093000000001
PD1153-C	0.98579663
PD1155-C	0.991152
PD1156-C	0.979234
PD1157-C	0.99531376
PD1158-C	0.83456826
PD1159-C	0.9977325
PD1160-C	0.9896813
PD1161-C	0.9987038
PD1162-C	0.9897745000000001
PD1163-C	0.9982503
PD1164-C	0.9877905999999999
PD1165-C	0.99023795
PD1166-C	0.5683946
PD1167-C	0.98256445
PD1168-C	0.9474544
PD1169-C	0.99347776
PD1170-C	0.9898383
PD1171-C	0.9923607
PD1172-C	0.9886214
PD1173-C	0.9834687
PD1174-C	0.9190019
PD1175-C	0.97162575
PD1176-C	0.9945371
PD1177-C	0.8920191999999999
PD1178-C	0.98933583
PD1179-C	0.84280866
PD1180-C	0.7336599
PD1181-C	0.9911802
PD1182-C	0.98375916
PD1183-C	0.9912979999999999
PD1184-C	0.98999935
PD1185-C	0.99171036
PD1187-C	0.99393404
PD1188-C	0.94317997
PD1189-C	0.9979498
PD1190-C	0.9895777
PD1191-C	0.9985723
PD1192-C	0.9923633
PD1193-C	0.93163455
PD1194-C	0.9948565999999999
PD1195-C	0.99120086
PD1196-C	0.72034806
PD1197-C	0.98651874
PD1198-C	0.9905509
PD1199-C	0.99068636
PD1200-C	0.98985314
PD1201-C	0.8952988000000002
PD1202-C	0.98956645
PD1203-C	0.99106854
PD1204-C	0.9986276
PD1205-C	0.9935972
PD1206-C	0.9903983000000001
PD1208-C	0.9920356
PD1209-C	0.9870469999999999
PD1210-C	0.99314445
PD1211-C	0.9908135
PD1212-C	0.98827815
PD1213-C	0.99294746
PD1214-C	0.99018484
PD1215-C	0.98685557
PD1216-C	0.99420106
PD1217-C	0.98918337
PD1218-C	0.9881868
PD1219-C	0.98897517
PD1220-C	0.9983199
PD1221-C	0.9932340000000001
PD1222-C	0.9866215
PD1223-C	0.9989155000000001
PD1224-C	0.98925614
PD1225-C	0.98925453
PD1226-C	0.9894276
PD1227-C	0.99051625
PD1228-C	0.98887616
PD1229-C	0.9935485000000001
PD1230-C	0.9902801999999999
PD1231-C	0.9929863000000001
PD1232-C	0.9875441999999999
PD1233-C	0.9946949
PD1234-C	0.99271446
PD1236-C	0.97046566
PD1237-C	0.88008994
PD1239-C	0.9866726999999998
PD1240-C	0.99085784
PD1241-C	0.9889981
PD1243-C	0.99014956
PD1244-C	0.9855999
PD1246-C	0.9765828999999999
PD1247-C	0.9897953000000002
PD1249-C	0.98847234
PD1250-C	0.9893966000000001
PD1251-C	0.99024004
PD1252-C	0.9889631
PD1253-C	0.9938870999999999
PD1254-C	0.9655120999999999
PD1255-C	0.9845447
PD1256-C	0.9933455
PD1257-C	0.4767803
PD1258-C	0.9436343
PD1259-C	0.95736265
PD1260-C	0.6973554
PD1261-C	0.98726463
PD1262-C	0.68422383
PD1263-C	0.9910878000000001
PD1264-C	0.88751984
PD1265-C	0.9540909
PD1266-C	0.99824774
PD1267-C	0.6614326
PD1269-C	0.99025136
PD1270-C	0.6650645000000001
PD1271-C	0.99181265
PD1273-C	0.95156854
PD1274-C	0.9912646999999999
PD1276-C	0.7022762
PD1277-C	0.69516784
PD1278-C	0.9864216
PD1279-C	0.7140116999999999
PD1280-C	0.9974325
PD1281-C	0.95373785
PD1282-C	0.66517854
PD1283-C	0.99465615
PD1284-C	0.9925261000000001
PD1285-C	0.9973629999999999
PD1286-C	0.82717204
PD1288-C	0.4592723
PD1289-C	0.9827665000000001
PD1290-C	0.8154553000000001
PD1291-C	0.9901369000000001
PD1292-C	0.874265
PD1293-C	0.9885274
PD1294-C	0.8890118
PD1295-C	0.9970726999999999
PD1296-C	0.99395293
PD1297-C	0.9923258
PD1299-C	0.9903456
PD1300-C	0.9870774
PD1301-C	0.9897176
PD1302-C	0.9864426
PD1304-C	0.99117136
PD1305-C	0.90382385
PD1306-C	0.9356867
PD1307-C	0.99379885
PD1308-C	0.9971439000000001
PD1309-C	0.86799467
PD1310-C	0.9862556999999998
PD1311-C	0.45632377
PD1312-C	0.9931121999999999
PD1313-C	0.9866016
PD1314-C	0.98609513
PD1318-C	0.99558073
PD1319-C	0.9926486999999999
PD1322-C	0.3948448
PD1326-C	0.9850091000000001
PD1328-C	0.8650985000000001
PD1329-C	0.9859483
PD1330-C	0.9867521999999999
PD1331-C	0.98784083
PD1332-C	0.9830089
PD1333-C	0.98706055
PD1335-C	0.9601805
PD1337-C	0.9929324
PD1338-C	0.98746383
PD1339-C	0.9957
PD1340-C	0.99217784
PD1341-C	0.9864228
PD1343-C	0.58729595
PD1345-C	0.9943455
PD1347-C	0.99871594
PD1348-C	0.85737234
PD1350-C	0.98950815
PD1353-C	0.888227
PD1354-C	0.6827589
PD1355-C	0.54144627
PD1357-C	0.9904329
PD1358-C	0.9893136
PD1360-C	0.99317974
PD1361-C	0.98422134
PD1364-C	0.93729967
PD1365-C	0.9276009
PD1366-C	0.9919235000000001
PD1368-C	0.537708
PD1373-C	0.94181234
PD1376-C	0.90726894
PD1379-C	0.7187159000000001
PD1380-C	0.82367146
PD1382-C	0.9940694
PD1386-C	0.6547474
PD1387-C	0.5396645
PD1388-C	0.67618865
PD1390-C	0.9930157
PD1391-C	0.9913506
PD1392-C	0.88092244
PD1394-C	0.99049574
PD1397-C	0.9890575999999999
PD1399-C	0.98929316
PD1400-C	0.8655395
PD1402-C	0.8640542
PD1403-C	0.86000764
PD1404-C	0.98768216
PD1405-C	0.990239
PD1406-C	0.9909435999999999
PD1407-C	0.98856765
PD1409-C	0.99321973
PD1411-C	0.9909120000000001
PD1412-C	0.99064386
PD1413-C	0.997125
PD1414-C	0.76502824
PD1415-C	0.89486724
PD1418-C	0.9981225
PD1419-C	0.99846995
PD1420-C	0.9907379000000001
PD1421-C	0.98857653
PD1422-C	0.9970521000000001
PD1426-C	0.98793447
PD1427-C	0.9907591
PD1428-C	0.9910068999999999
PD1430-C	0.9449065999999999
PD1434-C	0.84861803
PD1436-C	0.9923633
PD1437-C	0.6536561
PD1440-C	0.78989494
PD1443-C	0.9897813
PD1451-C	0.62438446
PD1457-C	0.98602396
PD1462-C	0.9863381
PD1464-C	0.9879363999999999
PD1465-C	0.9972998
PD1466-C	0.9909336
PD1470-C	0.9406572
PD1472-C	0.9967067
PD1474-C	0.9179823
PD1475-C	0.66900617
PD1476-C	0.98942906
PD1478-C	0.89759016
PD1479-C	0.9941030000000001
PD1480-C	0.9891697
PD1482-C	0.9251277
PD1483-C	0.9911564
PD1484-C	0.98923033
PD1485-C	0.98856187
PD1486-C	0.9947643
PD1487-C	0.98616886
PD1489-C	0.98999095
PD1490-C	0.88058877
PD1491-C	0.99862975
PD1493-C	0.96803916
PD1494-C	0.77580506
PD1496-C	0.9013623
PD1497-C	0.8014293
PD1498-C	0.85461044
PD1499-C	0.9895103999999999
PD1501-C	0.7224212
PD1502-C	0.74702024
PD1503-C	0.83820784
PD1504-C	0.62112296
PD1505-C	0.9909065
PD1507-C	0.9982460999999999
PD1508-C	0.98149526
PD1510-C	0.98965406
PD1511-C	0.98880607
PD1512-C	0.995065
PD1513-C	0.99181783
PD1514-C	0.99007547
PD1515-C	0.7781389
PD1516-C	0.5283932
PD1518-C	0.9878725
PE0002-CW	0.7626804
PE0009-CW	0.9863174000000001
PE0010-C	0.971474
PE0011-C	0.99881065
PE0012-C	0.99963367
PE0013-C	0.99344134
PE0016-C	0.51285154
PE0017-CW	0.8378674
PE0018-C	0.9704743
PE0019-C	0.998607
PE0020-C	0.99920225
PE0021-C	0.9893105999999999
PE0022-C	0.9985065999999999
PE0023-C	0.5996418
PE0024-C	0.9934697
PE0025-C	0.5644967
PE0027-C	0.355587
PE0028-C	0.98817456
PE0030-C	0.7154986
PE0087-C	0.9985883
PE0088-C	0.4182555
PE0089-C	0.99521405
PE0090-C	0.9799674
PE0091-C	0.849758
PE0092-C	0.99337274
PE0093-C	0.9914698000000001
PE0096-C	0.96635824
PE0098-C	0.99755126
PE0102-C	0.74089396
PE0103-C	0.8232746999999999
PE0105-C	0.9882774
PE0108-C	0.9952664000000001
PE0109-C	0.8991933000000001
PE0111-C	0.99347484
PE0113-C	0.9924528
PE0114-C	0.59118587
PE0115-C	0.9524556999999999
PE0116-C	0.78586155
PE0117-C	0.7074045999999999
PE0119-C	0.99112505
PE0121-C	0.9094479
PE0122-C	0.8262299000000001
PE0123-C	0.99644196
PE0124-C	0.995768
PE0125-C	0.99948436
PE0126-C	0.9865679
PE0127-C	0.18703261
PE0128-C	0.71439147
PE0129-C	0.49569258
PE0130-C	0.9862791
PE0131-C	0.9882653
PE0132-C	0.541277
PE0133-C	0.98180187
PE0134-C	0.9977418
PE0135-C	0.9916529000000001
PE0136-C	0.81695604
PE0137-C	0.9977642
PE0138-C	0.98987985
PE0139-C	0.9268716
PE0140-C	0.67470556
PE0141-C	0.99802846
PE0142-C	0.40891409999999995
PE0143-C	0.5934292
PE0144-C	0.5871392
PE0145-C	0.8335904000000001
PE0146-C	0.7805719
PE0147-C	0.99050725
PE0148-C	0.79434234
PE0151-C	0.9896109000000001
PE0156-C	0.9940341
PE0157-C	0.99512017
PE0158-C	0.9886256
PE0159-C	0.8087043
PE0160-C	0.99310905
PE0161-C	0.9878678
PE0162-C	0.9885218000000001
PE0163-C	0.99275935
PE0164-C	0.9985491
PE0166-C	0.8503384
PE0170-C	0.7701238
PE0172-C	0.99240613
PE0173-C	0.98943275
PE0177-C	0.99804074
PE0178-C	0.83941865
PE0179-C	0.9888885000000001
PE0180-C	0.9986662000000001
PE0181-C	0.98740417
PE0182-C	0.9984822
PE0184-C	0.99246824
PE0185-C	0.5638496999999999
PE0186-C	0.9615220999999999
PE0187-C	0.99509037
PE0189-C	0.81848353
PE0190-C	0.95179796
PE0191-C	0.9980537
PE0195-C	0.9926644
PE0197-C	0.9929121999999999
PE0198-C	0.80386496
PE0199-C	0.9924881999999999
PE0200-C	0.9271018
PE0201-C	0.98907584
PE0202-C	0.997482
PE0203-C	0.9775896999999999
PE0205-C	0.90956813
PE0206-C	0.6751537
PE0207-C	0.97870237
PE0208-C	0.7916586999999999
PE0210-C	0.96741545
PE0212-C	0.99748266
PE0213-C	0.9878818000000001
PE0215-C	0.8729635
PE0216-C	0.99440044
PE0218-C	0.5638436
PE0219-C	0.5734155
PE0221-C	0.8776605
PE0223-C	0.98996884
PE0224-C	0.9920445
PE0225-C	0.9785093
PE0226-C	0.99123544
PE0227-C	0.93186665
PE0228-C	0.65554523
PE0229-C	0.6709927
PE0230-C	0.9927521999999999
PE0231-C	0.79596376
PE0232-C	0.5211053
PE0234-C	0.38651302
PE0237-C	0.98364085
PE0242-C	0.99703014
PE0244-C	0.9496349000000001
PE0245-C	0.6293561
PE0247-C	0.9028221
PE0251-C	0.9948629000000001
PE0252-C	0.99079746
PE0253-C	0.9956004
PE0254-C	0.98723286
PE0255-C	0.9902809000000001
PE0256-C	0.6247338000000001
PE0258-C	0.9894413000000001
PE0259-C	0.981297
PE0261-C	0.99812704
PE0262-C	0.89287347
PE0264-C	0.99456847
PE0265-C	0.99169207
PE0266-C	0.61666423
PE0267-C	0.8739960999999999
PE0268-C	0.9905948
PE0269-C	0.64399487
PE0270-C	0.7614707
PE0271-C	0.9903759
PE0272-C	0.73892
PE0273-C	0.99001133
PE0274-C	0.74407834
PE0275-C	0.8316382
PE0276-C	0.98932546
PE0278-C	0.9943073
PE0279-C	0.5579074
PE0281-C	0.98986983
PE0282-C	0.9883325999999999
PE0283-C	0.9975018
PE0284-C	0.44266530000000004
PE0285-C	0.9980710999999999
PE0286-C	0.77386785
PE0288-C	0.9977048000000001
PE0290-C	0.99551654
PE0291-C	0.5575319000000001
PE0292-C	0.99085927
PE0294-C	0.98964506
PE0296-C	0.45568785
PE0297-C	0.9923247
PE0298-C	0.9954514000000001
PE0299-C	0.87381035
PE0300-C	0.7482018
PE0301-C	0.9986931999999998
PE0302-C	0.60749125
PE0303-C	0.9901921
PE0305-C	0.98796356
PE0307-C	0.998231
PE0308-C	0.9957187
PE0309-C	0.9355393
PE0310-C	0.9911745000000001
PE0311-C	0.98270065
PE0312-C	0.47766440000000004
PE0314-C	0.9896535
PE0315-C	0.94956875
PE0317-C	0.99375904
PE0319-C	0.87963754
PE0327-C	0.99850845
PE0329-C	0.9910675999999999
PE0330-C	0.9918405
PE0333-C	0.9063245999999999
PE0335-C	0.99360305
PE0336-C	0.98852193
PE0337-C	0.9905476999999999
PE0338-C	0.55657256
PE0339-C	0.9899181999999999
PE0340-C	0.9917745000000001
PE0341-C	0.97254014
PE0342-C	0.6842771
PE0343-C	0.60325396
PE0347-C	0.6493279000000001
PE0348-C	0.99360925
PE0349-C	0.99911785
PE0350-C	0.99903256
PE0351-C	0.9988549999999999
PE0354-C	0.5770382
PE0361-C	0.56168664
PE0362-C	0.96481293
PE0366-C	0.9868021
PE0368-C	0.80226326
PE0369-C	0.7406043999999999
PE0370-C	0.8172694
PE0372-C	0.46352157
PE0376-C	0.8218912
PE0377-C	0.8790329
PE0378-C	0.99327296
PE0379-C	0.98813516
PE0382-C	0.9653439
PE0383-C	0.99206406
PE0385-C	0.99766827
PE0386-C	0.6897805
PE0387-C	0.98844343
PE0390-C	0.98977345
PE0391-C	0.5919297
PE0393-C	0.9890751
PE0395-C	0.48576885
PE0397-C	0.95749927
PE0399-C	0.38944104
PE0400-C	0.76786244
PE0401-C	0.76120144
PE0403-C	0.8462648000000002
PE0405-C	0.97714806
PE0406-C	0.9917734
PE0409-C	0.8728058000000001
PE0411-C	0.9918624
PE0412-C	0.99508315
PE0415-C	0.8277104999999999
PE0416-C	0.9989795
PE0419-C	0.9895138000000001
PE0420-C	0.69524544
PE0421-C	0.64871943
PE0423-C	0.25649413
PE0424-C	0.997812
PE0425-C	0.9940688
PE0426-C	0.99885035
PE0429-C	0.991642
PE0430-C	0.9885746999999999
PE0431-C	0.9951207000000001
PE0432-C	0.58461785
PE0434-C	0.7557545999999999
PE0435-C	0.8409431
PE0436-C	0.9785206
PE0437-C	0.9907957000000001
PE0438-C	0.63505965
PE0439-C	0.82463586
PE0440-C	0.9885115
PE0441-C	0.41701698
PE0442-C	0.9314271999999999
PE0444-C	0.8198052
PE0445-C	0.72488457
PE0447-C	0.9979401
PE0448-C	0.5291285
PE0452-C	0.25730664
PE0453-C	0.34059095
PE0454-C	0.9934316999999999
PE0456-C	0.83067816
PE0462-C	0.5320007
PE0465-C	0.9240234
PE0466-C	0.6573317
PE0467-C	0.88579315
PE0468-C	0.45636195
PE0469-C	0.33104354
PE0470-C	0.5996555
PE0471-C	0.99661446
PE0473-C	0.63368297
PE0476-C	0.9940311
PE0477-C	0.9934207
PE0479-C	0.9873839
PE0480-C	0.68982637
PE0482-C	0.69431114
PE0483-C	0.9564678
PE0485-C	0.96308255
PE0487-C	0.92331153
PE0490-C	0.92082804
PE0492-C	0.9965004999999999
PE0493-C	0.9927754000000001
PE0494-C	0.9982652
PE0496-C	0.95453924
PE0499-C	0.87349826
PE0500-C	0.80958796
PE0501-C	0.98703426
PE0504-C	0.9902565000000001
PE0505-C	0.9855559000000002
PE0508-C	0.84018576
PE0510-C	0.9879128
PE0512-C	0.572425
PE0515-C	0.55618393
PE0516-C	0.9487839
PE0521-C	0.99366957
PE0529-C	0.99114114
PE0530-C	0.5426814
PE0532-C	0.32335237
PE0535-C	0.99242496
PE0537-C	0.99176204
PE0538-C	0.99274844
PE0540-C	0.99716103
PE0541-C	0.67874134
PE0542-C	0.84227353
PE0543-C	0.9959377
PE0544-C	0.9951228999999999
PE0547-C	0.9928563
PE0548-C	0.9891834
PE0550-C	0.98956686
PE0553-C	0.9983780999999999
PE0554-C	0.8431546999999998
PE0555-C	0.9829528000000001
PE0558-C	0.71896344
PF0004-C	0.42390487
PF0006-C	0.3449895
PF0007-C	0.7314294
PF0008-C	0.9952940999999998
PF0009-C	0.5818677
PF0010-C	0.5505864
PF0011-C	0.99466836
PF0012-C	0.51140517
PF0016-C	0.7869325
PF0020-C	0.9985451999999999
PF0021-C	0.6656653
PF0022-C	0.9912098
PF0024-C	0.7092776999999999
PF0025-C	0.9916954
PF0026-C	0.39151403
PF0027-C	0.34477764
PF0028-C	0.97835255
PF0029-C	0.39565113
PF0030-C	0.28397965
PF0031-C	0.996202
PF0033-C	0.54775023
PF0035-C	0.9989555
PF0036-C	0.40374273
PF0037-C	0.99266046
PF0038-C	0.534763
PF0039-C	0.8812075999999999
PF0040-C	0.50534016
PF0041-C	0.9731924000000001
PF0042-C	0.98990434
PF0043-C	0.99737537
PF0044-C	0.83062756
PF0045-C	0.8204898000000002
PF0046-C	0.684675
PF0047-C	0.99706876
PF0048-C	0.57019794
PF0049-C	0.3637107
PF0050-C	0.9813306999999999
PF0051-C	0.89991415
PF0052-C	0.9948546
PF0053-C	0.87912685
PF0054-C	0.64635324
PF0057-C	0.6725420999999999
PF0058-C	0.99793875
PF0062-C	0.99793875
PF0063-C	0.45486775
PF0064-C	0.8662536
PF0065-C	0.6486261999999999
PF0066-C	0.94555694
PF0069-C	0.3547262
PF0073-C	0.9960001
PF0074-C	0.961966
PF0075-C	0.42354292
PF0078-C	0.45027860000000003
PF0079-C	0.9876356
PF0080-C	0.6851698
PF0081-C	0.8974976
PF0084-C	0.31961188
PF0085-C	0.61974525
PF0089-C	0.83163244
PF0090-C	0.5204535
PF0092-C	0.9986771999999999
PF0095-C	0.94014674
PF0097-C	0.77997786
PF0098-C	0.99644613
PF0100-C	0.9893721
PF0101-C	0.45264843
PF0102-C	0.89989877
PF0103-C	0.5869741999999999
PF0104-C	0.34244314
PF0105-C	0.9547315999999999
PF0106-C	0.990136
PF0107-C	0.9961216
PF0108-C	0.9961108
PF0109-C	0.623133
PF0111-C	0.77909595
PF0112-C	0.679755
PF0113-C	0.8448938
PF0114-C	0.65213555
PF0115-C	0.9934677
PF0116-C	0.39329749999999997
PF0117-C	0.9894301999999999
PF0118-C	0.47247732
PF0119-C	0.9819030000000001
PF0121-C	0.9919716999999999
PF0122-C	0.9531695
PF0123-C	0.84221816
PF0124-C	0.66534126
PF0125-C	0.32342333
PF0127-C	0.88527745
PF0128-C	0.29880518
PF0129-C	0.9592246999999999
PF0131-C	0.32151797
PF0135-C	0.6458451999999999
PF0136-C	0.9991072
PF0137-C	0.9888933000000001
PF0138-C	0.46186486
PF0140-C	0.6443462
PF0141-C	0.519893
PF0142-C	0.9928872
PF0143-C	0.99246323
PF0144-C	0.6269298000000001
PF0145-C	0.9899441999999999
PF0146-C	0.8199370999999999
PF0148-C	0.99752307
PF0149-C	0.9894912
PF0150-C	0.55003476
PF0151-C	0.9982044
PF0152-C	0.9977938000000001
PF0153-C	0.45821434
PF0154-C	0.52563363
PF0156-C	0.9970595999999999
PF0157-C	0.99000883
PF0158-C	0.9970674999999999
PF0159-C	0.99089515
PF0160-C	0.6258670000000001
PF0161-C	0.9831463
PF0162-C	0.98832697
PF0163-C	0.99590266
PF0164-C	0.9893839
PF0167-C	0.82698184
PF0169-C	0.8080366
PF0170-C	0.705904
PF0172-C	0.99134934
PF0175-C	0.9925209
PF0176-C	0.99804157
PF0177-C	0.6486704000000001
PF0178-C	0.99660516
PF0180-C	0.99829084
PF0184-C	0.99009544
PF0185-C	0.99780184
PF0186-C	0.8617383
PF0188-C	0.9888752000000001
PF0189-C	0.31306326
PF0190-C	0.93533826
PF0191-C	0.6160515999999999
PF0192-C	0.5855413
PF0193-C	0.99613726
PF0195-C	0.66765285
PF0196-C	0.68549216
PF0197-C	0.99731946
PF0198-C	0.5345871999999999
PF0199-C	0.65661585
PF0202-C	0.6197089
PF0203-C	0.99004245
PF0204-C	0.9922238999999999
PF0205-C	0.9156303
PF0206-C	0.98771846
PF0207-C	0.96688545
PF0211-C	0.9878280999999999
PF0212-C	0.8868971
PF0213-C	0.99816537
PF0214-C	0.9978733
PF0217-C	0.78334993
PF0218-C	0.8495029000000001
PF0219-C	0.91450626
PF0221-C	0.98652697
PF0223-C	0.28335637
PF0225-C	0.9844426
PF0226-C	0.3502235
PF0229-C	0.23618647
PF0230-C	0.37872118
PF0231-C	0.9874287
PF0232-C	0.9989011999999999
PF0233-C	0.6967095
PF0235-C	0.96860284
PF0238-C	0.92955786
PF0239-C	0.9878950000000001
PF0240-C	0.9956286
PF0245-C	0.9911701999999999
PF0246-C	0.97396404
PF0248-C	0.99110776
PF0250-C	0.85621846
PF0253-C	0.8624787
PF0255-C	0.9932677
PF0256-C	0.5405353
PF0259-C	0.9960674999999999
PF0260-C	0.9925136999999998
PF0261-C	0.9974238000000001
PF0262-C	0.59916985
PF0263-C	0.9891861999999999
PF0264-C	0.5678831999999999
PF0265-C	0.51069033
PF0266-C	0.9967663
PF0267-C	0.98710585
PF0268-C	0.8740072
PF0269-C	0.9977539000000001
PF0270-C	0.5606748
PF0272-C	0.7702296999999999
PF0274-C	0.5780311
PF0275-C	0.79385614
PF0276-C	0.9764603999999999
PF0277-C	0.99699974
PF0278-C	0.9925301999999999
PF0279-C	0.99559677
PF0280-C	0.31244475
PF0281-C	0.5181872999999999
PF0282-C	0.9934663
PF0285-C	0.99631345
PF0286-C	0.9967564
PF0287-C	0.9969607
PF0288-C	0.99318874
PF0289-C	0.7422025999999999
PF0290-C	0.9958706
PF0294-C	0.3910725
PF0298-C	0.9948918
PF0299-C	0.98742515
PF0301-C	0.98961157
PF0304-C	0.98549515
PF0305-C	0.4920963
PF0306-C	0.8107770000000001
PF0308-C	0.6648661
PF0309-C	0.9963871
PF0310-C	0.98757195
PF0311-C	0.8945950999999999
PF0314-C	0.9859468000000001
PF0318-C	0.61931175
PF0321-C	0.5592604999999999
PF0323-C	0.9824181999999999
PF0325-C	0.7296017
PF0326-C	0.9941916999999999
PF0327-C	0.39141968
PF0328-C	0.9971974
PF0329-C	0.9871066999999999
PF0330-C	0.9977148000000001
PF0331-C	0.64783996
PF0332-C	0.99483687
PF0333-C	0.5602918
PF0334-C	0.9919460999999999
PF0335-CW	0.4441553
PF0336-CW	0.47614520000000005
PF0337-C	0.9847121999999999
PF0339-C	0.98490006
PF0341-C	0.96342856
PF0342-C	0.8427758
PF0344-C	0.9960802
PF0347-C	0.9950766
PF0349-C	0.47743679999999994
PF0350-C	0.5773676
PF0353-C	0.71454066
PF0354-C	0.50126654
PF0355-C	0.7006488000000001
PF0356-C	0.45059764
PF0357-C	0.41486982
PF0359-C	0.88011986
PF0361-C	0.36729196
PF0363-C	0.6003289
PF0364-C	0.94092566
PF0365-C	0.4525373
PF0366-C	0.9878370999999999
PF0367-C	0.34595194
PF0368-C	0.8514951
PF0369-C	0.9971950999999999
PF0370-C	0.9440926
PF0371-C	0.99551773
PF0372-C	0.9890706
PF0373-C	0.60310096
PF0374-C	0.74712485
PF0375-C	0.3505983
PF0377-C	0.5630885
PF0378-C	0.7781788000000001
PF0380-C	0.32662472
PF0381-C	0.5110904000000001
PF0383-C	0.7484217
PF0385-C	0.5523563
PF0386-C	0.50713676
PF0388-C	0.24783154
PF0389-C	0.40822129999999995
PF0390-C	0.5703696999999999
PF0392-C	0.7268156
PF0393-CW	0.98429465
PF0395-C	0.5684649
PF0396-C	0.5013683
PF0397-C	0.99698657
PF0398-C	0.6118191
PF0399-C	0.83344924
PF0400-C	0.9895792
PF0401-C	0.99691767
PF0404-C	0.6940566999999999
PF0405-C	0.9938401
PF0406-C	0.9904376
PF0407-C	0.9925415000000001
PF0408-C	0.70958817
PF0409-C	0.9941177
PF0410-CW	0.9939601
PF0411-C	0.99381703
PF0412-C	0.7304816
PF0413-C	0.9683437
